iid bid
54165 138
61551 284
59618 996
57476 284
50148 601
59287 284
84353 4
50140 284
40421 284
70025 345
48950 113
50326 323
45590 350
45836 77
42148 77
32620 233
81242 277
93730 358
86097 555
72668 284
6927 683
90258 372
88351 916
85115 350
79598 401
19074 77
206 765
8972 284
1517 253
17765 284
74295 801
2371 280
218 470
544 771
5739 243
11099 522
62713 605
63052 437
78853 91
88689 19
84662 19
60401 605
78568 191
58516 605
42000 18
37582 605
79995 605
72091 143
72090 143
44855 174
44857 782
46047 782
44732 782
5826 605
86752 605
76111 782
4114 18
82768 782
3515 18
72410 394
79430 394
70044 394
82933 937
76910 394
92487 148
36510 436
8547 550
8544 550
89026 605
37092 148
34682 18
14018 550
9589 167
11485 18
1575 104
28314 109
42119 964
57300 26
94707 724
90694 158
53965 284
90850 284
17166 469
79620 44
1279 276
516 276
19146 77
69190 358
23892 244
19908 169
52206 686
61241 345
6980 828
3591 479
61374 451
59990 147
37671 40
53779 34
59286 345
58918 114
48765 893
88374 626
34203 94
33088 94
77419 94
33070 94
81874 829
16734 94
73873 94
22653 94
16729 94
73991 94
87020 94
16737 94
73992 94
52119 19
73995 94
14866 809
73624 651
82177 34
51829 117
40301 46
5475 185
81866 34
39437 345
24002 284
57 380
53834 345
54353 708
29919 380
21532 380
28655 380
55045 345
95846 479
49195 123
45589 123
50197 451
53528 451
7530 243
89532 243
45294 38
91237 832
95845 479
88657 349
49157 40
29244 451
75209 832
85269 19
33560 688
17737 40
81428 345
87400 147
40049 358
45296 38
35645 123
33373 451
6554 451
6407 451
41352 451
5352 253
42622 345
79469 123
80520 231
2484 123
80999 123
33228 875
29887 936
1591 893
85524 345
40418 34
19523 865
27494 380
80761 900
84216 832
40080 832
29440 113
90426 947
90305 832
41243 345
91247 832
94309 162
16702 284
5364 19
40082 280
41028 539
88956 162
87397 123
33432 284
1955 198
30363 470
92214 123
85003 123
34948 40
72421 123
87836 123
83794 123
82611 123
77883 123
86830 284
28419 345
95219 345
74869 219
91140 239
80828 239
93118 19
4929 626
86207 451
24917 626
29909 936
4930 626
23304 345
74904 626
80905 809
24419 539
84291 451
73644 40
5194 40
2202 764
95435 345
91441 6
5888 40
81462 345
84424 880
90307 964
90706 555
43642 243
86330 764
89242 801
84129 284
71185 893
1963 243
82637 943
77613 832
80881 809
36978 345
67262 141
68027 345
1593 914
13996 6
18708 340
29967 6
27669 358
51059 6
5856 388
59883 77
91820 918
79017 509
79418 32
19702 509
90513 284
21167 805
37193 957
89703 764
13845 79
2850 284
17128 345
6405 6
8310 90
65720 244
74291 113
25999 284
79836 284
93499 284
88177 284
89002 288
86664 284
68325 32
25660 284
85548 284
74998 42
77533 42
34664 47
23596 797
18366 797
18630 26
36566 207
44922 243
82308 276
46014 6
67319 6
91264 330
42862 583
88892 893
39541 364
6094 141
94509 455
10422 355
6918 407
16295 19
91398 462
16988 455
22080 77
8890 54
22077 337
2870 19
18433 727
9141 19
7759 19
24234 179
1822 145
92884 455
82533 191
8307 12
8683 19
28568 145
35246 199
76637 455
26095 384
17539 145
1845 19
1252 243
83960 887
2543 470
30927 179
9928 145
47 243
83959 19
63993 455
76457 145
5201 145
70109 26
26477 26
94847 26
20341 455
16776 169
16539 801
24654 462
23109 158
89802 355
93280 19
76408 41
6539 243
21933 337
70325 145
82613 158
19236 145
14653 794
37113 794
74200 179
19179 455
78744 243
14032 145
14436 243
901 337
43 19
1620 337
15768 455
80271 794
30766 145
4855 19
454 233
15112 54
15839 54
21958 19
64040 41
20554 195
13843 54
28688 145
22351 340
29711 158
1904 243
26155 145
26053 19
1452 54
86002 284
93209 284
83293 815
49219 169
38538 607
81923 607
78265 607
32671 607
80512 607
48587 607
50629 607
22141 607
5182 355
51919 340
4894 607
86289 509
10808 731
86333 511
90448 731
87992 731
82331 234
63902 873
64307 284
67346 41
67018 284
67271 731
36891 284
37439 731
24665 395
14162 536
28738 334
16867 246
7236 632
33553 340
94225 158
95520 413
437 34
71322 284
70709 284
77926 358
19006 284
35896 284
74248 872
66293 452
27654 284
73643 345
71028 284
26041 358
89529 138
10783 70
80692 499
12762 194
25368 217
15070 312
33342 893
80703 188
829 244
76921 243
30872 708
23761 138
28755 752
11889 465
12648 284
15027 345
128 465
2463 138
8254 465
59492 77
75576 6
23818 19
3469 185
38761 243
95439 470
7219 862
58192 26
58193 284
58190 284
58191 284
62732 243
60110 6
44451 665
76967 32
47781 246
75391 764
45595 358
6604 284
35224 272
18001 79
22546 69
29439 801
28686 246
14919 805
16731 284
89536 965
67671 222
33532 358
18563 20
72335 6
45022 93
45067 571
45066 921
25255 880
21166 659
42967 77
64316 801
84706 128
38637 390
73641 470
80940 284
1772 272
22269 825
81089 262
36997 13
21172 284
13076 978
12052 887
28647 6
86453 281
15084 300
338 515
728 284
14152 638
36155 93
178 185
714 13
92322 695
80337 199
71738 178
15277 6
2475 284
69690 918
33129 340
70116 825
74903 225
66475 470
1032 272
12806 358
848 358
9155 366
1398 284
3024 825
9115 690
4540 638
18857 77
853 77
8093 284
34497 358
6212 470
44705 470
77690 604
7901 714
12102 477
343 221
21092 807
32066 807
30945 638
83590 413
5285 413
31827 807
24 807
7696 406
14601 470
93239 470
54971 284
92182 750
82587 86
1319 768
11936 284
42511 284
3696 364
54905 768
86569 768
53733 37
49673 768
114 284
88688 284
79471 20
79879 41
3432 20
52462 284
52427 19
75022 20
27866 34
38797 210
71506 284
79362 835
68146 32
21843 674
65957 284
67417 448
85025 607
82188 575
90856 191
24605 437
30673 200
90861 371
54298 809
17003 893
44848 893
14561 665
4089 809
29764 747
65975 472
31117 191
71018 801
13500 276
36713 918
85010 345
58909 284
14348 135
52083 276
38001 323
15859 323
3351 470
4323 690
2476 470
3993 246
16768 42
49804 243
20160 42
3125 284
73103 358
71720 539
79942 109
33616 465
192 832
18398 314
63531 314
9010 322
61819 820
816 314
62250 314
62255 207
87190 965
87319 345
61592 207
14743 283
59145 965
86206 207
1152 56
39434 207
3431 395
12876 221
245 395
44357 207
41798 207
39067 781
49301 207
19138 34
43446 207
44724 283
95191 714
71180 34
2018 256
9549 221
74616 801
41165 284
10437 794
17556 395
16945 965
1182 406
18834 19
525 272
27523 19
22579 395
9118 690
837 750
1742 750
31114 750
1813 809
6420 284
24553 264
78295 575
61117 470
56850 284
50984 284
62899 987
45826 268
80485 887
44472 233
56728 284
51315 470
51936 987
86758 244
52172 987
17721 109
58153 470
44912 284
49096 122
48529 470
50737 169
44706 470
90670 188
41860 26
93720 623
28898 26
28896 26
28900 26
48241 987
45893 470
45919 987
77072 634
86099 284
10795 198
35158 284
12112 284
6032 972
91825 233
86061 683
3917 284
3758 26
91931 188
23050 972
18986 470
18985 470
75494 256
75495 256
93421 683
23227 470
71780 634
752 634
84279 284
80619 284
1352 397
80807 244
37432 800
79080 284
33006 688
79645 284
1018 623
23772 397
69932 771
74862 887
6038 996
29438 832
14334 695
34920 290
64430 686
23969 244
3863 276
24908 244
64414 244
24157 169
23846 185
19135 90
4306 253
34129 530
23845 109
24241 109
15247 97
2316 887
46096 682
30564 690
49976 148
49822 692
55700 692
29614 954
43560 954
53346 575
11639 832
29509 642
45968 284
42516 284
44858 682
6974 456
88761 284
45988 578
75908 284
62646 981
62245 918
63076 284
35991 276
34313 185
63099 284
63085 484
62566 284
60481 183
60383 246
60740 361
61123 60
53406 19
93775 987
29404 233
77426 44
10849 233
17170 284
91987 266
17182 284
48133 801
37581 499
8912 19
73313 6
87811 500
54704 499
30327 801
46905 801
47140 34
72443 827
24122 727
28496 25
562 206
18348 206
13042 819
39368 19
56292 991
52997 851
52559 284
42464 42
47346 234
47349 234
47960 141
50294 976
39207 794
44598 923
87175 284
46576 284
42396 462
95298 462
92949 809
95836 19
45349 683
41118 6
7607 284
36286 358
94428 363
30463 56
8989 413
92478 575
5264 141
3354 632
93074 355
92946 575
63733 284
79510 665
85909 41
84534 803
82547 887
17670 15
83111 202
19525 41
69642 284
80590 803
18799 41
22718 41
19823 171
77951 887
76575 565
74350 991
919 284
25151 297
783 991
7145 991
13199 991
1115 991
8133 991
1346 940
22634 665
69728 284
37202 41
66711 34
40103 41
66447 284
17661 609
14618 20
33363 41
34512 202
30847 452
34155 109
34717 34
14413 34
31730 69
32801 246
22688 284
59577 477
48228 345
52617 284
61566 22
75701 276
25799 6
44605 6
40374 345
17790 284
26531 581
44498 284
56667 449
59188 727
42282 686
71999 135
42280 686
26114 507
57755 276
46331 284
42278 686
11606 832
33547 284
53647 42
33500 507
91562 246
81190 549
34911 64
68066 440
88610 284
50981 918
70902 284
82531 284
91251 284
43641 345
32271 996
67419 143
11108 284
80830 815
38276 972
76565 832
36590 801
39777 92
41034 604
33271 276
36589 370
82629 185
18840 788
17524 284
361 86
6401 397
28018 509
80518 117
31751 345
34919 246
74795 575
2255 284
3869 715
1839 778
23823 570
33893 284
4202 237
5763 819
76424 448
94909 284
39509 284
12136 649
78658 90
71668 284
28899 26
12021 26
39275 284
6062 284
31000 479
63379 596
3761 284
94848 284
17163 284
17108 469
15940 472
13925 327
13078 825
15696 284
62477 669
48830 345
56487 470
47280 815
40721 345
37304 284
88500 345
86557 875
45217 785
33352 6
43628 61
77246 584
80189 964
44623 243
47042 345
55657 818
50048 381
45326 507
88620 43
46046 345
27671 284
25880 284
84271 507
74800 40
81056 109
60384 801
63078 39
48170 39
54941 692
58484 20
52968 39
54257 692
64140 90
51397 692
52326 57
47344 41
37111 20
46095 191
47275 649
47273 649
45659 692
49261 20
10884 607
42065 191
42779 26
29016 243
41322 801
42611 57
29014 191
40658 191
27972 692
17165 472
35155 129
38097 801
89351 191
80127 84
94583 191
37804 191
38105 575
35087 436
28470 649
28902 436
7438 801
94586 243
86944 692
23103 45
3835 129
6758 903
93459 472
6008 745
95840 174
91671 144
7878 472
72830 472
4731 26
26648 102
28122 436
11103 183
89909 176
92145 649
11535 45
92040 243
92562 472
29826 57
91696 243
3682 129
72317 472
8013 144
90091 368
88616 472
23138 191
80942 723
26161 39
95312 191
4971 438
89831 472
5785 191
91067 438
92807 607
85506 575
88133 492
72654 472
11960 20
66642 9
77515 248
95492 982
5550 191
94087 57
5549 191
87857 692
95703 34
94203 438
79518 436
5508 180
15588 682
81985 575
5695 20
68930 57
2922 39
26363 692
10743 39
4113 18
89615 129
95181 18
76715 57
74423 57
94543 243
6970 20
72471 472
89940 664
89939 144
6060 57
92922 57
84754 180
94746 180
80358 39
27983 144
91501 174
19988 39
4618 284
4047 39
17051 358
34339 39
92142 243
81019 20
5824 20
76541 320
91478 57
93866 436
94811 243
93020 20
25111 20
84629 243
27885 20
93458 20
92707 20
84086 20
92595 20
88998 191
92652 20
91522 20
77441 243
93252 20
85853 243
85505 243
15315 26
92792 472
91571 26
68147 320
69906 472
89173 174
78638 129
91999 472
89029 607
82953 191
81263 20
86309 174
88217 607
83508 174
78637 129
90435 20
81643 607
80129 176
75834 20
18827 20
87773 20
73646 456
70593 492
67231 20
83414 770
67391 954
35585 20
64034 169
79996 436
69125 129
75096 191
79070 243
71503 575
21805 176
1044 37
78386 607
79961 129
71945 20
79525 286
68276 20
1722 26
77377 20
75085 41
48392 86
17909 271
62305 19
62243 604
59741 708
57722 87
56232 129
44903 271
61065 386
58915 32
56386 786
93382 782
33227 340
59677 6
94323 169
57900 692
48026 875
51215 809
47023 801
71505 25
48847 708
54049 90
55176 284
71368 448
92356 32
43726 246
55751 233
56259 49
44892 386
56926 692
56504 259
51398 284
49912 714
54421 284
28825 284
89027 345
54332 708
55225 200
52123 948
54057 246
48790 46
47902 801
39945 284
53341 345
42780 692
48999 32
44277 120
49634 6
4873 303
46577 707
29763 243
40376 200
47448 358
40581 692
36072 246
44545 32
7637 117
48967 200
47503 183
48190 448
29729 32
41201 692
81667 381
88265 815
95791 32
79351 358
71869 284
39878 42
69201 381
91246 284
37616 988
39877 183
38462 801
95270 708
23033 345
91242 832
95436 964
14973 246
30527 492
26698 284
91248 284
33508 801
82529 246
4525 26
1260 97
11529 6
747 477
86553 988
5858 25
83930 358
81925 298
79844 89
82784 575
81924 298
93292 364
79842 89
95842 6
92508 688
93472 835
74873 89
31163 42
86302 6
74872 89
9047 397
90884 25
1479 19
83436 298
80497 298
77726 243
77661 708
79081 77
25596 284
74512 987
6102 345
69256 572
70174 298
22010 358
66354 284
80090 246
16468 6
72772 243
25524 284
24095 550
25024 867
24676 298
8540 176
10185 688
80429 448
23946 835
6859 284
7563 276
74737 233
73829 30
15412 395
9547 604
5798 15
19270 49
6079 284
64704 285
5847 568
86096 893
29290 848
6305 253
87503 284
22584 34
10476 41
55110 625
67957 448
57498 437
79651 261
70965 835
79834 149
74226 345
34874 345
32274 345
12476 6
91926 329
32832 39
44677 39
23221 406
61872 49
60737 801
51360 284
51943 105
50284 77
52436 6
51349 46
14243 528
45833 284
46816 284
45834 284
27199 344
27004 284
71722 555
35153 105
37288 888
35154 105
39038 284
11791 284
76629 371
94913 51
8038 51
4387 284
29901 436
33519 51
85346 143
82769 371
76222 371
28967 284
11815 284
7313 25
94912 51
3404 51
26705 51
29513 284
87414 470
87213 105
90526 338
92618 114
95707 44
90567 46
1953 217
26505 284
82942 6
75089 883
87649 284
88888 186
88602 378
87110 284
88203 815
76133 284
22424 284
25183 76
25683 284
33802 284
74325 284
78900 284
74720 284
25601 344
25355 587
35915 284
72092 149
71826 6
32920 472
65924 414
75534 963
75801 174
65925 414
31799 217
74398 607
1568 97
72354 358
36861 19
65762 15
69160 345
90741 812
57364 965
53973 42
29553 965
45844 885
18419 406
39414 86
42676 19
41977 470
37999 470
30556 470
12011 214
94069 472
83170 472
18402 472
67054 472
93838 284
38489 777
26956 233
91086 109
38921 233
85033 111
24955 109
8566 583
64861 717
64860 284
26158 39
91082 340
17554 15
640 284
65926 414
31060 750
30781 651
56202 284
60497 246
35660 56
15093 284
19191 202
31155 39
26621 202
8054 593
1134 593
3620 39
85244 34
33114 284
23888 182
28358 577
27581 577
19878 284
61984 13
16839 355
62439 19
87461 243
58708 714
61351 871
49091 243
57736 358
33287 125
58375 900
54331 19
4002 987
54145 893
91757 499
48215 345
84344 893
70138 801
36016 758
19239 146
23682 758
19529 146
70132 175
20140 758
15351 77
45786 206
87381 72
42482 60
32370 148
29937 358
93162 167
42943 190
38203 47
30727 60
39998 887
33489 44
40665 156
39744 227
93825 158
30158 892
30251 330
9308 69
83402 345
3776 282
77398 158
78618 936
63992 19
1074 630
34988 284
72211 358
73028 284
66987 575
14983 15
25598 273
24428 631
29508 41
6632 284
18733 284
23194 19
35638 284
14645 511
64998 34
64987 77
52465 77
10909 44
50727 113
47479 243
37100 472
9294 767
71825 815
11956 340
883 797
37277 174
93759 191
71669 472
85876 871
39125 509
86751 692
15054 805
29415 206
26868 472
26677 44
18500 472
23022 801
5587 283
85307 113
26322 191
81678 186
80749 186
22433 472
73830 340
34808 636
7560 284
21616 19
24362 254
66616 254
868 366
45311 93
30107 870
36845 20
73901 443
27668 41
43438 607
11070 594
66347 805
59920 273
78493 171
79667 801
76011 803
6298 246
64740 801
46669 801
24074 46
27944 264
60252 801
37344 20
570 26
6663 26
2420 26
6306 15
88675 264
19032 264
74738 575
24939 264
74796 575
24936 264
37442 26
37441 26
37443 26
35336 26
69439 149
73512 149
80498 149
81379 149
23752 149
32494 149
84328 34
88171 34
83467 284
79754 20
70584 167
69643 34
36890 34
71830 358
36841 495
22329 495
2013 495
37200 34
9769 19
42694 77
7778 501
46618 492
84663 835
55827 381
9296 490
43386 791
27430 932
50810 338
24797 584
1028 19
58415 289
90735 355
59529 109
55269 18
48201 18
8869 90
37565 918
90881 470
94688 921
47526 148
11588 575
11101 522
39182 436
89243 686
11366 357
4050 191
39531 183
5642 19
6988 174
88338 649
26898 714
5677 19
25646 276
90113 12
9032 936
16665 936
16931 19
87840 174
88294 18
77204 607
79612 174
17699 472
25361 472
16067 472
77612 174
24138 887
31844 436
65722 626
75086 977
11630 832
29663 75
17018 472
12874 278
18948 472
18740 472
16426 472
13423 82
17920 77
21976 472
19111 472
16346 472
21258 893
494 381
19109 183
34154 355
18698 935
14173 183
14640 183
22149 355
12453 183
12555 183
21011 183
10619 183
36161 719
71433 183
12757 19
13085 688
16937 686
24539 425
14635 425
10477 19
14620 97
2171 97
24932 814
3912 19
72431 714
53601 330
43844 456
68343 113
8457 164
77168 358
71650 488
55776 674
92183 643
64770 575
55078 932
58564 284
59374 448
48434 714
56264 42
55669 839
89353 47
93185 6
91070 19
54964 284
41646 19
8408 681
87607 477
35738 206
93969 284
904 345
90 284
35741 284
4183 42
32665 626
73477 358
6396 303
59985 284
35046 340
45471 329
38089 409
44378 358
44376 358
44379 358
44377 358
44375 358
32699 21
45124 188
33521 21
60430 801
60431 109
60476 109
49214 801
41043 284
40781 284
39769 284
39767 26
45956 801
42205 6
34950 355
34949 355
40946 935
38043 935
11104 109
11049 935
35420 148
22661 284
62745 752
12715 801
42117 284
26575 801
46654 105
52729 897
92779 801
36591 403
43185 801
28251 43
90885 284
73172 801
43132 801
69845 76
93668 801
94362 801
4751 26
30391 26
28313 801
78487 284
90855 448
80690 801
90854 448
19580 864
84492 448
31034 76
21099 801
70021 448
10424 801
93833 801
66325 76
78631 284
90889 801
88239 801
80143 801
94107 43
90879 448
90882 26
85601 801
75109 801
90736 801
71813 801
71814 801
71812 801
12554 801
85719 801
90878 801
88575 26
78625 448
87778 801
70693 76
81087 153
35947 76
37005 874
23178 105
84221 26
85794 801
14904 801
69787 43
69795 307
22494 913
71020 801
65601 26
35643 913
23303 448
34937 913
34869 43
17487 913
36788 801
66142 801
18550 26
32340 822
34444 801
17962 76
25053 76
16271 76
89525 284
46176 25
80285 502
16125 284
51517 169
56411 243
75764 284
2015 77
579 19
47874 86
71536 727
83400 19
40911 113
12186 987
95469 169
33974 113
7483 623
25616 623
24033 887
1695 97
2537 285
2893 714
428 922
90516 288
76330 483
79023 77
86026 893
85111 158
36866 113
21891 303
33372 37
17558 169
17072 12
35189 288
32914 284
7849 284
1097 996
88735 284
45708 228
39851 358
53375 91
47603 6
58090 358
49766 472
58089 470
62364 6
65456 264
41529 246
63790 47
57353 6
77991 413
51545 904
54185 575
95547 472
40852 542
51187 129
52664 358
69472 284
69467 472
69459 472
47561 472
49148 500
48420 284
47387 249
45473 19
27108 77
44222 472
94906 284
41140 49
39768 284
87832 448
10837 498
5903 193
92715 77
93758 284
4810 206
93000 345
68667 46
77010 178
83876 6
83717 203
90296 306
21424 887
34226 193
33460 469
33459 469
34229 469
34234 151
34233 88
34232 469
68851 6
89578 472
89271 498
89270 284
92609 6
13832 145
88827 590
90597 77
82015 77
82012 77
78966 77
67112 115
89764 284
88615 472
87885 996
31954 340
70513 472
61669 345
11664 284
46844 503
23045 284
15832 284
19061 221
57898 183
10693 183
75 243
42626 708
73997 109
69051 637
55998 358
86890 358
81467 358
59927 354
56509 358
58131 6
40867 11
89822 11
50173 6
42815 358
89033 358
55449 6
53447 6
40100 472
25246 358
22668 23
42867 358
52579 358
53829 82
32765 11
5555 358
37778 358
5554 358
93053 6
53272 6
84390 358
87040 358
52231 11
43439 358
415 19
15473 608
94547 358
73951 358
67708 472
26303 278
68823 278
49350 11
41969 6
49737 6
46941 11
49930 658
38975 358
49752 6
88329 6
41758 77
5298 472
87061 77
37285 101
48216 6
83875 42
40427 472
47942 472
44628 19
13977 487
34420 117
91208 708
82223 392
94786 129
69216 6
69502 368
72315 49
5795 49
79766 472
46045 6
71408 49
44345 498
1325 406
80083 449
86816 368
38817 11
5999 472
40196 6
35521 11
10852 438
91172 472
39093 6
91270 472
5556 358
33709 284
27154 993
28984 6
2933 77
11878 77
31858 284
88622 472
95491 77
31261 11
3142 832
7378 801
18754 472
93178 77
84752 183
70260 117
32341 26
33213 893
36060 575
14004 803
36595 284
18624 284
11602 183
68407 472
92103 284
25647 221
7957 19
25055 185
25032 284
74194 176
77175 340
7016 345
65948 113
1179 904
7926 783
28753 91
47336 284
95266 448
11132 863
16705 801
80686 507
34369 284
10235 330
60578 888
51638 96
59149 105
63214 760
87202 913
62532 921
58388 537
61033 835
70747 758
70745 758
70131 314
57982 105
58720 19
33057 805
60089 243
56940 284
55650 26
38042 935
44997 921
51164 284
50428 42
6061 801
47906 887
53527 271
18745 6
84681 801
29945 470
28982 230
29188 690
71967 26
87829 801
5904 888
95356 633
8637 19
83009 26
4720 913
92691 243
94350 138
80682 355
90829 355
83639 183
4509 204
87830 355
85247 345
83494 109
81574 284
89586 835
93272 230
83134 433
90229 913
63708 913
23793 358
73241 19
23673 888
4938 626
48495 284
52833 77
49882 801
35342 340
63892 77
33931 880
50939 46
5960 832
93235 708
33948 26
8984 266
30970 77
24810 395
65951 284
87179 801
39141 801
8978 26
93724 575
94130 448
87551 176
15055 26
30863 26
87515 575
82956 363
32611 805
86769 388
78101 718
36896 714
31298 729
86266 221
77312 284
80442 284
69248 849
51529 449
53269 284
51689 77
87059 470
23476 243
30259 345
73760 964
22809 807
45850 996
62985 340
50050 113
44716 243
57992 638
41180 558
49640 832
17898 243
71278 206
88261 284
30019 284
27247 284
31029 284
31038 284
9220 284
33477 284
84104 284
31249 284
71747 284
88288 284
90648 284
79945 284
29884 284
76459 284
92291 284
86100 284
18957 284
92642 284
86042 284
72699 284
22450 284
85075 284
85187 284
85242 284
71727 448
66298 284
22582 284
32362 284
33293 284
22027 97
55428 191
46179 6
60224 191
45861 191
79225 385
61789 448
59797 140
50847 448
95617 36
53345 6
92713 284
52455 336
94587 148
52440 53
48279 708
93101 243
38575 148
74665 380
48625 148
26972 53
49158 358
45587 148
44580 32
86556 794
90023 120
47248 120
45898 243
42157 284
48043 358
47121 25
42869 18
11171 120
40803 448
4523 456
4743 456
87825 835
78988 243
80500 448
79705 456
4112 456
40941 744
38397 448
44506 53
11874 191
41215 649
93339 32
39244 708
37802 148
87665 53
42066 358
7117 148
30698 148
39549 385
40602 950
84865 835
39626 575
37792 243
11935 133
4812 191
84012 191
76729 53
76728 835
39206 448
88419 284
36507 243
27278 42
11920 933
11761 456
35771 835
79613 575
93799 358
92664 34
90240 69
5164 257
92375 51
92484 120
85905 191
93080 448
91124 93
85491 784
84628 191
6723 284
12319 893
7464 234
40724 234
16332 893
81372 988
16991 284
22498 179
41774 509
81778 517
84535 284
23628 77
7258 564
47201 242
16073 213
79677 472
43299 815
91479 714
85880 441
22060 77
11625 797
40460 284
1498 284
77001 574
50761 675
54587 6
52207 6
64882 77
58245 340
60514 386
61792 6
60653 340
60673 241
47743 448
56928 386
57564 448
56107 19
56173 284
52716 222
56483 340
56930 6
54838 470
44464 3
43777 120
44733 148
91794 340
50523 93
87761 386
51544 575
51355 77
5786 430
50798 932
49915 6
88560 191
13287 284
28254 835
47244 575
8356 264
45976 921
45974 921
3619 835
45863 6
44976 39
5196 875
81567 284
3541 284
7296 77
34903 462
41856 233
78908 6
30429 243
40420 230
38864 49
11144 752
81723 276
3490 6
35088 230
30749 495
29705 575
11542 708
3157 368
11167 230
93273 264
91148 797
72093 284
23876 75
88511 6
93691 19
88300 439
95144 169
5482 328
76426 6
80809 479
31262 571
93900 284
14963 284
84095 19
11460 6
23210 477
45258 477
46670 358
26670 345
34854 345
45697 345
39473 43
12760 358
2264 477
22208 477
85826 477
41679 345
38078 358
85250 43
40774 358
27425 793
87106 477
33950 358
78371 43
91228 43
95133 358
29822 43
77041 358
16636 358
89055 284
91903 284
3386 812
69308 284
1094 284
62684 284
57330 284
33264 615
83313 121
54608 789
45074 566
62135 63
52768 607
59274 188
60425 871
48872 290
43828 284
45795 19
49908 632
38204 52
37739 52
34832 52
30417 52
29689 52
28208 52
11493 733
7361 52
26679 52
4628 52
4627 52
3697 52
95599 52
56688 801
59217 539
45160 284
56545 246
24907 104
11980 199
42004 63
48316 246
53768 284
52090 880
53538 952
47801 42
48210 488
22927 21
92952 109
81287 42
38659 33
39100 38
48575 284
49883 284
47665 243
8541 449
28064 994
44407 811
85114 179
39669 167
93913 749
78943 507
42528 284
44504 900
70999 47
21755 19
43017 284
10226 77
95771 92
74865 148
29235 548
37771 284
1295 117
32372 69
23828 32
87385 169
19071 6
7013 42
7445 246
11199 150
95590 109
3338 150
5295 499
5297 271
66981 284
31127 194
71716 358
64294 246
17168 246
89997 19
93473 358
93920 6
89443 113
335 887
67022 233
85019 358
78537 157
68155 12
65371 6
44261 413
53425 243
44299 794
55862 113
59341 19
88094 918
37949 462
52948 358
80098 413
5968 228
25479 802
284 276
555 905
95459 243
93141 38
40394 38
68342 413
32417 185
26074 875
4755 509
11451 358
11461 340
25658 727
8933 887
80848 243
67646 91
34868 109
35655 541
18511 413
26164 986
94534 13
93706 345
89422 887
27698 19
15313 964
25678 26
84267 345
79805 284
69255 819
33286 819
18270 273
17626 358
54441 950
75856 233
6054 530
28112 290
8567 832
26130 284
1379 272
9068 406
16545 19
74984 284
64664 272
86105 571
6389 64
27665 284
12057 39
91217 470
24702 19
24840 936
35377 374
88117 340
64426 89
1610 927
82544 70
35688 507
862 284
55729 345
2808 515
20067 169
5637 13
815 406
6550 246
12887 832
821 284
39 19
18243 936
14531 219
8291 19
18819 246
1375 74
64003 964
33976 964
34827 284
25644 284
79599 284
66206 964
85500 284
15333 964
744 44
90039 284
81069 510
86386 284
22000 964
88535 284
83322 659
66150 427
26194 964
77137 284
72671 375
74254 964
26319 284
68749 375
66371 375
71344 375
12993 284
31179 284
27394 284
15780 284
59 375
30600 284
48676 114
21413 19
64610 19
86683 815
37828 284
84858 169
88756 693
22547 79
18000 79
13469 651
37406 381
91019 69
41909 69
50423 284
80511 69
58552 77
44160 284
27511 284
57320 284
56997 673
31879 69
38950 77
7405 69
54932 284
83060 284
63748 284
82175 69
51942 754
2900 69
41573 77
5469 77
89228 284
23748 69
78055 69
69469 77
13689 284
39787 284
41014 860
70909 284
39471 284
26019 69
1378 284
83007 464
95691 148
84011 148
47734 148
69535 713
47271 148
44760 472
43734 148
46908 340
10749 782
87730 148
45091 11
81553 243
1262 37
15286 119
21938 69
30758 6
31406 71
15620 69
18036 472
18043 637
18048 637
18041 91
18039 472
13428 82
15498 472
62613 436
57915 448
78054 842
58811 448
2629 34
44734 456
47581 856
38647 633
92840 80
24038 32
95119 405
94561 448
26701 456
33520 633
27034 633
93157 284
11170 448
27257 243
4524 633
37271 605
78557 358
94094 1
85005 200
36855 448
91381 605
4296 563
77511 782
69746 782
81303 605
85704 57
78750 448
87843 1
85945 950
35702 472
10387 204
31181 469
24874 782
83726 456
31100 448
77611 466
81090 987
14035 204
19842 51
28671 448
25203 466
69014 1
23901 948
25376 448
67225 466
13000 424
14470 204
12997 326
12994 204
12996 204
12995 204
26297 466
76969 340
75733 466
73818 466
73196 51
16248 758
66979 466
31129 129
34681 205
37127 191
65057 575
34410 575
32528 782
15916 191
64698 1
64450 41
25050 51
24111 948
19346 495
57107 607
635 358
82963 511
5413 46
95488 6
813 284
16008 303
45193 18
86574 438
17708 77
90858 633
6812 148
5767 32
95347 835
74343 148
92661 346
70372 19
90825 284
5122 498
90160 148
78460 823
62386 284
52666 472
6938 284
76684 513
19980 610
14302 534
14008 284
10189 233
22273 121
11760 152
72259 972
16710 380
85758 330
20615 203
36544 931
63884 284
17224 472
85298 727
4931 626
32123 472
31036 472
35564 472
75300 472
27896 121
67233 752
6328 727
5355 176
66567 330
26395 737
13058 893
67810 82
18662 19
66763 904
37402 276
24863 727
67210 290
9123 690
22548 79
19174 79
5697 79
34913 117
17736 998
82149 77
93232 472
2460 26
83667 228
6441 169
15704 202
76792 832
80698 472
612 284
21224 887
16584 366
13021 355
72049 727
55033 964
64209 381
45056 815
93389 89
26881 86
11056 97
75158 893
4228 791
2913 381
88115 334
82623 531
85874 97
16966 42
15407 916
75818 97
77115 243
15720 97
34211 276
26018 91
15944 202
16554 309
16259 425
16815 472
